,nom,numPmu,age,sexe,race,statut,oeilleres,proprietaire,entraineur,deferre,driver,driverChange,robe,indicateurInedit,musique,nombreCourses,nombreVictoires,nombrePlaces,gainsParticipant,nomPere,nomMere,ordreArrivee,jumentPleine,engagement,supplement,handicapDistance,handicapPoids,poidsConditionMonteChange,tempsObtenu,reductionKilometrique,allure,course_id,participant_id,incident,placeCorde,urlCasaque,ecurie,tauxReclamation,nomPereMere,poidsConditionMonte,distanceChevalPrecedent,eleveur
43,CREPUSCULE FORGAN,1,3,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,F. GENCE,F. GENCE,0,F. GENCE,False,"{'code': '070', 'libelleCourt': 'ROUAN', 'libelleLong': 'ROUAN'}",False,-,0,0,0,"{'gainsCarriere': 0, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Ico kiki,Paskanita,6,False,False,0,2200,600,False,175720,79900,TROT,7,43,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C8/P1.gif,,,,,,
44,COPERNIC,2,3,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,J.M. BARRAULT,L.CL. ABRIVARD,0,M. ABRIVARD,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,Da9a,2,0,0,"{'gainsCarriere': 0, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Quaker jet,Katia,0,False,False,0,2200,600,False,0,0,TROT,7,44,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C8/P2.gif,,,,,,
45,CHEF DE CONNEE,3,3,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,CH.A. MALLET,CH.A. MALLET,0,M. MOTTIER,False,"{'code': '001', 'libelleCourt': 'ALEZAN', 'libelleLong': 'ALEZAN'}",False,Dm7m,2,0,1,"{'gainsCarriere': 12000, 'gainsVictoires': 0, 'gainsPlace': 12000, 'gainsAnneeEnCours': 12000, 'gainsAnneePrecedente': 0}",Chef du chatelet,Henriette,3,False,False,0,2200,600,False,175060,79600,TROT,7,45,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C8/P3.gif,,,,,,
46,CEMKO DU JAGUY,4,3,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,M. DUPUIS,M. DUPUIS,0,J. DAVE,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,7mDaDa,3,0,1,"{'gainsCarriere': 13000, 'gainsVictoires': 0, 'gainsPlace': 13000, 'gainsAnneeEnCours': 13000, 'gainsAnneePrecedente': 0}",Oyonnax,Odyssee du jaguy,0,False,False,0,2200,570,False,0,0,TROT,7,46,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C8/P4.gif,,,,,,
47,COMME CHEZ NOUS,5,3,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Cte. H. d' ORNANO,F. SOULOY,0,F. NIVARD,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,6aDaDa,3,0,1,"{'gainsCarriere': 22000, 'gainsVictoires': 0, 'gainsPlace': 22000, 'gainsAnneeEnCours': 22000, 'gainsAnneePrecedente': 0}",Sam bourbon,Oublies moi,0,False,False,0,2200,600,False,0,0,TROT,7,47,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C8/P5.gif,,,,,,
48,CABALLO DESBOIS,6,3,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,CH. FEYTE,CH. FEYTE,0,A. HONORE,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,4aDa,2,0,1,"{'gainsCarriere': 96000, 'gainsVictoires': 0, 'gainsPlace': 96000, 'gainsAnneeEnCours': 96000, 'gainsAnneePrecedente': 0}",Jackpot dream,Openended,1,False,False,0,2200,570,False,174840,79500,TROT,7,48,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C8/P6.gif,,,,,,
49,CASH PHIL,7,3,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,PH. ALLAIRE,PH. ALLAIRE,0,Y. LEBOURGEOIS,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,3m,1,0,1,"{'gainsCarriere': 182000, 'gainsVictoires': 0, 'gainsPlace': 182000, 'gainsAnneeEnCours': 182000, 'gainsAnneePrecedente': 0}",Ready cash,Orelia phil,5,False,False,0,2200,600,False,175150,79600,TROT,7,49,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C8/P7.gif,,,,,,
50,CALIN DU RHONNEAU,8,3,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Mme P.A. FLEURY,G. LEFROU,0,P.Y. VERVA,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,2mDa,2,0,1,"{'gainsCarriere': 325000, 'gainsVictoires': 0, 'gainsPlace': 325000, 'gainsAnneeEnCours': 325000, 'gainsAnneePrecedente': 0}",First way,Oscara de chenu,2,False,False,0,2200,600,False,174930,79500,TROT,7,50,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C8/P8.gif,,,,,,
51,CEDRE DE L'ANTE,9,3,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,A. BINET,CH. CLIN,0,F. LAGADEUC,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,1mDaDa6a,4,1,1,"{'gainsCarriere': 608000, 'gainsVictoires': 540000, 'gainsPlace': 68000, 'gainsAnneeEnCours': 608000, 'gainsAnneePrecedente': 0}",Cedre du vivier,Milady de l'ante,0,False,False,0,2200,600,False,0,0,TROT,7,51,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C8/P9.gif,,,,,,
52,CADEAU DE NOEL,10,3,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,P. DAULIER,P. DAULIER,0,PH. MASSCHAELE,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,3a5a4a6a4a,5,0,5,"{'gainsCarriere': 784000, 'gainsVictoires': 0, 'gainsPlace': 784000, 'gainsAnneeEnCours': 784000, 'gainsAnneePrecedente': 0}",Corot,Nuit de noel,4,False,False,0,2200,600,False,175110,79600,TROT,7,52,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C8/P10.gif,,,,,,
53,VOLCANIA DE DYPP,1,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Ecurie Xavier FORGET,X. FORGET,DEFERRE_ANTERIEURS_POSTERIEURS,F. OUVRIE,False,"{'code': '002', 'libelleCourt': 'AL BRU', 'libelleLong': 'ALEZAN BRULE'}",False,9a3a9a0a9a2a4a6a3a5a,48,2,28,"{'gainsCarriere': 8627000, 'gainsVictoires': 2960000, 'gainsPlace': 5667000, 'gainsAnneeEnCours': 2986000, 'gainsAnneePrecedente': 1132000}",Prodigious,Hesta express,0,False,False,0,2700,0,False,0,0,TROT,0,53,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P1.gif,,,,,,
54,VICTOIRE SPEED,2,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Ecurie SPEED,M. TRIGUEL,0,J.M. BAZIRE,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,4a7a3a0a4a8aDa0a5a1a,32,6,14,"{'gainsCarriere': 8711000, 'gainsVictoires': 5065000, 'gainsPlace': 3646000, 'gainsAnneeEnCours': 3980000, 'gainsAnneePrecedente': 3666000}",Oiseau de feux,Johanna dream,0,False,False,0,2700,0,False,0,0,TROT,0,54,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P2.gif,,,,,,
55,VELLA BLUE,3,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,M. VELLA,L.M. DALIFARD,DEFERRE_ANTERIEURS_POSTERIEURS,P. VERCRUYSSE,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,6a1a1a1a1a2a1a2a2a4a,28,7,17,"{'gainsCarriere': 8941000, 'gainsVictoires': 6075000, 'gainsPlace': 2866000, 'gainsAnneeEnCours': 6472000, 'gainsAnneePrecedente': 1664000}",Kalahari,Orfane great,5,False,False,0,2700,0,False,204610,75800,TROT,0,55,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P3.gif,,,,,,
56,VENUS HAUFOR,4,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Ecurie Christian BIGEON,CH. BIGEON,DEFERRE_ANTERIEURS_POSTERIEURS,CH.J. BIGEON,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,1a2a0a9a4aDa3a(13)3a2a,21,4,9,"{'gainsCarriere': 9033000, 'gainsVictoires': 4670000, 'gainsPlace': 4363000, 'gainsAnneeEnCours': 3477000, 'gainsAnneePrecedente': 3415000}",Nice love,Newly haufor,4,False,False,0,2700,0,False,204560,75800,TROT,0,56,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P4.gif,,,,,,
57,VOICE DREAM,5,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,D. BENCHETRIT,Y.M. DESAUNETTE,DEFERRE_ANTERIEURS_POSTERIEURS,F. NIVARD,False,"{'code': '001', 'libelleCourt': 'ALEZAN', 'libelleLong': 'ALEZAN'}",False,8a0a8a2a3a1a9a4a9a8a,31,5,16,"{'gainsCarriere': 9258000, 'gainsVictoires': 4505000, 'gainsPlace': 4753000, 'gainsAnneeEnCours': 3301000, 'gainsAnneePrecedente': 4855000}",Love you,Lovely de paris,0,False,False,0,2700,0,False,0,0,TROT,0,57,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P5.gif,,,,,,
58,VICKY DU MIREL,6,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Mlle A. HOLMGREN,ANDERS LINDQVIST,0,P.Y. VERVA,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,0aDa8a8a6a5a7a0a6aDa,70,1,31,"{'gainsCarriere': 9378000, 'gainsVictoires': 650000, 'gainsPlace': 8728000, 'gainsAnneeEnCours': 2719000, 'gainsAnneePrecedente': 4720000}",General du pommeau,Lisa du mirel,8,False,False,0,2700,0,False,204940,75900,TROT,0,58,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P6.gif,,,,,,
59,VESTA D'OCCAGNES,7,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,PH. JOYEUX,D. DESCLOS,DEFERRE_ANTERIEURS_POSTERIEURS,B. PITON,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,5mDmDm2mDa1m7aDm1m8m,37,5,15,"{'gainsCarriere': 9421000, 'gainsVictoires': 6085000, 'gainsPlace': 3336000, 'gainsAnneeEnCours': 6789000, 'gainsAnneePrecedente': 2292000}",Jag de bellouet,Hermine pierre,0,False,False,0,2700,0,False,0,0,TROT,0,59,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P7.gif,,,,,,
60,VALENTINA JIEL,8,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,J. LUCK,J.L. DERSOIR,DEFERRE_POSTERIEURS,J. VERBEECK,False,"{'code': '001', 'libelleCourt': 'ALEZAN', 'libelleLong': 'ALEZAN'}",False,2a2aDa4a7a4a6a0a1a3a,39,2,22,"{'gainsCarriere': 9502000, 'gainsVictoires': 1575000, 'gainsPlace': 7927000, 'gainsAnneeEnCours': 4681000, 'gainsAnneePrecedente': 1738000}",Kaisy dream,Paloma jiel,10,False,False,0,2700,0,False,205190,76000,TROT,0,60,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P8.gif,,,,,,
61,VENISE QUESNOT,9,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Ecurie Franck BLANDIN,F. BLANDIN,DEFERRE_ANTERIEURS_POSTERIEURS,F. BLANDIN,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,3a4a6a8a5aDa0a0a7a0a,46,3,25,"{'gainsCarriere': 9541000, 'gainsVictoires': 3200000, 'gainsPlace': 6341000, 'gainsAnneeEnCours': 4935000, 'gainsAnneePrecedente': 3246000}",Orlando vici,Megara,0,False,False,0,2700,0,False,0,0,TROT,0,61,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P9.gif,,,,,,
62,VALSE D'AVIGNERE,10,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Ecurie Thierry DUVALDESTIN,TH. DUVALDESTIN,DEFERRE_ANTERIEURS,TH. DUVALDESTIN,False,"{'code': '001', 'libelleCourt': 'ALEZAN', 'libelleLong': 'ALEZAN'}",False,1aDaDa1a0aDa7a6aDa1a,29,8,4,"{'gainsCarriere': 9642000, 'gainsVictoires': 9350000, 'gainsPlace': 292000, 'gainsAnneeEnCours': 5014000, 'gainsAnneePrecedente': 1800000}",Look de star,Hermine d'avignere,1,False,False,0,2700,0,False,204040,75600,TROT,0,62,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P10.gif,,,,,,
63,VENUS DE NEULLIAC,11,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Ecurie L.CL. ABRIVARD,L.CL. ABRIVARD,DEFERRE_ANTERIEURS_POSTERIEURS,L.CL. ABRIVARD,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,DmDaDa2a8a0aDa0a5a0a,35,3,13,"{'gainsCarriere': 9672000, 'gainsVictoires': 5435000, 'gainsPlace': 4237000, 'gainsAnneeEnCours': 1420000, 'gainsAnneePrecedente': 3909000}",Buvetier d'aunou,Lucrece,9,False,False,0,2700,0,False,204970,75900,TROT,0,63,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P11.gif,,,,,,
64,VASSILIA D'EREVAN,12,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,P. COMPAS,P. COMPAS,0,ANTOINE TRIHOLLET,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,0a(13)1m2m1mDm6a(12)7a6a,16,3,11,"{'gainsCarriere': 9747000, 'gainsVictoires': 5400000, 'gainsPlace': 4347000, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 6322000}",Hermes de pericard,Mona d'erevan,0,False,False,0,2700,0,False,0,0,TROT,0,64,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P12.gif,,,,,,
65,VICTORIA EMPRESS,13,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Ecurie Ulf NORDIN,U. NORDIN,DEFERRE_ANTERIEURS_POSTERIEURS,J. VANMEERBECK,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,0a7a0a5a1a5a9aDa7a6a,41,4,23,"{'gainsCarriere': 9903000, 'gainsVictoires': 4210000, 'gainsPlace': 5693000, 'gainsAnneeEnCours': 2169000, 'gainsAnneePrecedente': 5643000}",Magnificent rodney,Pay the bill,7,False,False,0,2700,0,False,204810,75900,TROT,0,65,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P13.gif,,,,,,
66,VOILE MARINE,14,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Ecurie Franck HAREL,F. HAREL,DEFERRE_POSTERIEURS,D. THOMAIN,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,0a2a0a6aDa0a9a1a7a4a,50,3,24,"{'gainsCarriere': 9937000, 'gainsVictoires': 2755000, 'gainsPlace': 7182000, 'gainsAnneeEnCours': 5262000, 'gainsAnneePrecedente': 3987000}",Infant du bossis,Lady danae,3,False,False,0,2700,0,False,204430,75700,TROT,0,66,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P14.gif,,,,,,
67,VISTA DU GADE,15,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Ecurie Pierre LEVESQUE,M. LENDERS,DEFERRE_ANTERIEURS_POSTERIEURS,TH. LEVESQUE,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,2a2a9a6a1a1aDa(13)9a1a,20,6,7,"{'gainsCarriere': 10107000, 'gainsVictoires': 6615000, 'gainsPlace': 3492000, 'gainsAnneeEnCours': 5904000, 'gainsAnneePrecedente': 4203000}",Diamant gede,Bayonne,2,False,False,0,2700,0,False,204420,75700,TROT,0,67,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P15.gif,,,,,,
68,VANY DES LOYAUX,16,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Ecurie LD-M. ABRIVARD,M. ABRIVARD,DEFERRE_ANTERIEURS_POSTERIEURS,M. ABRIVARD,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,5a8a7a7aDaDaDa1aDa0a,33,6,12,"{'gainsCarriere': 10144000, 'gainsVictoires': 7545000, 'gainsPlace': 2599000, 'gainsAnneeEnCours': 4717000, 'gainsAnneePrecedente': 4127000}",Vivaldi de chenu,Monie des loyaux,6,False,False,0,2700,0,False,204750,75800,TROT,0,68,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P16.gif,,,,,,
69,VALSE DU PIRAI,17,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,G.A. LACHEMI,G.A. LACHEMI,DEFERRE_ANTERIEURS,M. LENOIR,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,8a9a9a6a3a3a7a8a7a4a,39,2,25,"{'gainsCarriere': 10158000, 'gainsVictoires': 2160000, 'gainsPlace': 7998000, 'gainsAnneeEnCours': 6986000, 'gainsAnneePrecedente': 2852000}",Essaim laurent,Kesmeralda,0,False,False,0,2700,0,False,0,0,TROT,0,69,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P17.gif,,,,,,
70,VA VOLE DU LYS,18,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,R. JAJOLET,R. JAJOLET,DEFERRE_ANTERIEURS_POSTERIEURS,R. JAJOLET,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,0a4m2m6a1a9a9a9a6a5a,30,5,15,"{'gainsCarriere': 10233000, 'gainsVictoires': 6930000, 'gainsPlace': 3303000, 'gainsAnneeEnCours': 3068000, 'gainsAnneePrecedente': 6673000}",Oiseau de feux,Nostalgie du lys,0,False,False,0,2700,0,False,0,0,TROT,0,70,0,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R1/C1/P18.gif,,,,,,
71,VIKING DE BRAYE,1,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,J.Y. TOUILLET,J.Y. TOUILLET,0,AURELIEN DESMARRES,False,"{'code': '001', 'libelleCourt': 'ALEZAN', 'libelleLong': 'ALEZAN'}",False,DmDaDa1aDa5m7mDa6mDa,35,4,12,"{'gainsCarriere': 3782000, 'gainsVictoires': 2790000, 'gainsPlace': 992000, 'gainsAnneeEnCours': 912000, 'gainsAnneePrecedente': 2628000}",Jam pridem,Ludiana de braye,0,False,False,0,2700,570,False,0,0,TROT,4,71,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,0.0,0,,,,,,
72,VOYOU DELADOU,2,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,E. DUFOUR,Mme V. LECROQ,DEFERRE_ANTERIEURS_POSTERIEURS,F. DESMIGNEUX,False,"{'code': '001', 'libelleCourt': 'ALEZAN', 'libelleLong': 'ALEZAN'}",False,1mRm(13)2m1m6m6aDaDaDa,17,3,8,"{'gainsCarriere': 3930000, 'gainsVictoires': 2525000, 'gainsPlace': 1405000, 'gainsAnneeEnCours': 900000, 'gainsAnneePrecedente': 1630000}",Hermes du buisson,Maya day,6,False,False,0,2700,570,False,207770,77000,TROT,4,72,0,0.0,0,,,,,,
73,VIVE ALI,3,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Mme N. HAWAS,K. HAWAS,0,A.PH. GRIMAULT,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,Dm8mDm1mDmDm4m1m7a7m,29,3,13,"{'gainsCarriere': 4158000, 'gainsVictoires': 2160000, 'gainsPlace': 1998000, 'gainsAnneeEnCours': 1688000, 'gainsAnneePrecedente': 2470000}",Little crack,Iossie,0,False,False,0,2700,570,False,0,0,TROT,4,73,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,0.0,0,,,,,,
74,VA VITE DE CARO,4,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,C. CHAINEUX,C. CHAINEUX,0,J. DAVE,False,"{'code': '001', 'libelleCourt': 'ALEZAN', 'libelleLong': 'ALEZAN'}",False,Dm6m1m0m2m7a3mDaDaDa,48,4,20,"{'gainsCarriere': 5557500, 'gainsVictoires': 3060000, 'gainsPlace': 2497500, 'gainsAnneeEnCours': 2822000, 'gainsAnneePrecedente': 2455000}",Ideal de l'iton,Vanetta,5,False,False,0,2700,570,False,207530,76900,TROT,4,74,0,0.0,0,,,,,,
75,VASTAGO DU CLOSET,5,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Ecurie Christian BIGEON,CH. BIGEON,0,P. HOUEL,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,0mDm0mDaDa5m5m(13)7mDm,23,3,9,"{'gainsCarriere': 5842000, 'gainsVictoires': 3775000, 'gainsPlace': 2067000, 'gainsAnneeEnCours': 420000, 'gainsAnneePrecedente': 2639000}",Biesolo,Grenade du closet,4,False,False,0,2700,550,False,207430,76800,TROT,4,75,0,0.0,0,,,,,,
76,VAGABOND DE MAIL,6,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,G. FARAUT,E. GOUT,DEFERRE_ANTERIEURS_POSTERIEURS,MLLE CH. LE COZ,False,"{'code': '001', 'libelleCourt': 'ALEZAN', 'libelleLong': 'ALEZAN'}",False,3m6mDm1m6a6m7a4aDaDa,57,3,24,"{'gainsCarriere': 5975000, 'gainsVictoires': 2255000, 'gainsPlace': 3720000, 'gainsAnneeEnCours': 5035000, 'gainsAnneePrecedente': 340000}",Mister blue,Comtesse du chanoy,1,False,False,0,2700,550,False,206020,76300,TROT,4,76,0,0.0,0,,,,,,
77,VESTERN,7,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Ecurie MATHIAS,MATHIAS MAUNY,0,MME C. MAUNY,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,4m1m8m4m5m8m3mDm9m8m,41,1,30,"{'gainsCarriere': 6168000, 'gainsVictoires': 1575000, 'gainsPlace': 4593000, 'gainsAnneeEnCours': 3234000, 'gainsAnneePrecedente': 2036000}",Nez perce,Plazza maria,3,False,False,0,2700,550,False,206690,76600,TROT,4,77,0,0.0,0,,,,,,
78,VIF DE DOMPIERRE,8,6,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,B.M. DUBOIS,B. HOJKA,0,A. PRAT,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,3m5m7m5m6m6a1m4m3m1m,50,4,26,"{'gainsCarriere': 6408000, 'gainsVictoires': 2925000, 'gainsPlace': 3483000, 'gainsAnneeEnCours': 5119000, 'gainsAnneePrecedente': 1289000}",Kool du caux,Heidi de dompierre,2,False,False,0,2700,550,False,206390,76400,TROT,4,78,0,0.0,0,,,,,,
79,VALENTINO D'OR,9,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,B. ROBIN,B. ROBIN,DEFERRE_ANTERIEURS_POSTERIEURS,MLLE CL. DODARD-TRIGUEL,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,0a4m5m4a9a7a2a5a5a0a,41,3,23,"{'gainsCarriere': 6418000, 'gainsVictoires': 2300000, 'gainsPlace': 4118000, 'gainsAnneeEnCours': 3152000, 'gainsAnneePrecedente': 618000}",Oiseau de feux,Nana vinoir,0,False,False,0,2700,570,False,0,0,TROT,4,79,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,0.0,0,,,,,,
80,VASCO LITTORAL,10,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,J. KABICHE,J. BETHOUART,0,TH. DROMIGNY,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,0a0m9a9m6aDa0mDa7m0a,42,3,15,"{'gainsCarriere': 6711000, 'gainsVictoires': 3100000, 'gainsPlace': 3611000, 'gainsAnneeEnCours': 48000, 'gainsAnneePrecedente': 1524000}",Magnificent rodney,Nouchka,0,False,False,0,2700,550,False,0,0,TROT,4,80,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,0.0,0,,,,,,
81,VOL EN LIVE,11,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Ecurie Jean Pierre VIEL,J.P. VIEL,0,G. GERVAIS,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,5m3mDm0aDmDm2mDmDm2m,25,4,7,"{'gainsCarriere': 6948000, 'gainsVictoires': 3915000, 'gainsPlace': 3033000, 'gainsAnneeEnCours': 2325000, 'gainsAnneePrecedente': 4623000}",Gobernador,Eau froide,0,False,False,0,2700,550,False,0,0,TROT,4,81,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,0.0,0,,,,,,
82,VAS Y LE DUC,12,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Ecurie Manuel GARCIA,F. LEBLANC,DEFERRE_ANTERIEURS_POSTERIEURS,CEDRIC TERRY,False,"{'code': '001', 'libelleCourt': 'ALEZAN', 'libelleLong': 'ALEZAN'}",False,Da7m4mDm0a0a1a5a5a0a,17,5,6,"{'gainsCarriere': 7285000, 'gainsVictoires': 5220000, 'gainsPlace': 2065000, 'gainsAnneeEnCours': 2540000, 'gainsAnneePrecedente': 4745000}",Kiwi,La duchesse,0,False,False,0,2700,570,False,0,0,TROT,4,82,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,0.0,0,,,,,,
