,nom,numPmu,age,sexe,race,statut,oeilleres,proprietaire,entraineur,deferre,driver,driverChange,robe,indicateurInedit,musique,nombreCourses,nombreVictoires,nombrePlaces,gainsParticipant,nomPere,nomMere,ordreArrivee,jumentPleine,engagement,supplement,handicapDistance,handicapPoids,poidsConditionMonteChange,tempsObtenu,reductionKilometrique,allure,course_id,participant_id,incident,placeCorde,urlCasaque,ecurie,tauxReclamation,nomPereMere,poidsConditionMonte,distanceChevalPrecedent,eleveur
651,MARASIA,11,6,FEMELLES,PUR-SANG,PARTANT,OEILLERES_AUSTRALIENNES,ECURIE FAVORI,MME MC.NAIM,0,F.LEFEBVRE,False,"{'code': '043', 'libelleCourt': 'GR FER', 'libelleLong': 'GRIS FER'}",False,(14)7p9p0p6p0p9p1p0p,34,2,13,"{'gainsCarriere': 6320000, 'gainsVictoires': 1950000, 'gainsPlace': 4370000, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 750000}",Country reel,Premiraza,8,False,False,0,0,575,False,0,0,GALOP,50,651,0,3.0,https://turfinfo.pmucdn.fr/casaques/03012015/R2/C10/P11.gif,0,0.0,Nombre premier,0.0,"{'libelleCourt': 'ENCOLURE', 'libelleLong': 'Encolure', 'code': 26, 'identifiant': 'ENCOLURE'}",MME MARINETTE AVRIL
652,PASSIOR,12,6,HONGRES,PUR-SANG,PARTANT,OEILLERES_AUSTRALIENNES,H.DE WAELE,D.DE WAELE,0,D.SANTIAGO,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,(14)9p0p4p3p8p0p2p0p4p,50,3,23,"{'gainsCarriere': 8945000, 'gainsVictoires': 2600000, 'gainsPlace': 6345000, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 3625000}",Vatori,Abedissa,4,False,False,0,0,570,False,0,0,GALOP,50,652,0,8.0,https://turfinfo.pmucdn.fr/casaques/03012015/R2/C10/P12.gif,0,0.0,Bishop of cashel,0.0,"{'libelleCourt': 'NEZ', 'libelleLong': '1 nez', 'code': 24, 'identifiant': 'UN_NEZ'}",MR PHILIPPE JONCOUX
653,ARLUNO,13,6,HONGRES,PUR-SANG,PARTANT,SANS_OEILLERES,MLLE M.ARTU,ARTU (S),0,W.SARAIVA,False,"{'code': '040', 'libelleCourt': 'GRIS', 'libelleLong': 'GRIS'}",False,(14)0p0p4p4p1p9p9p1p5p,36,5,9,"{'gainsCarriere': 6960000, 'gainsVictoires': 5240000, 'gainsPlace': 1720000, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 1850000}",Chichicastenango,Ambrosianella,5,False,False,0,0,565,False,0,0,GALOP,50,653,0,2.0,https://turfinfo.pmucdn.fr/casaques/03012015/R2/C10/P13.gif,0,0.0,Take risks,0.0,"{'libelleCourt': 'TETE', 'libelleLong': '1 tête', 'code': 25, 'identifiant': 'UNE_TETE'}",MR ALEXANDRE MICELI
654,ZAMOYSKA,14,5,FEMELLES,PUR-SANG,PARTANT,SANS_OEILLERES,J.RAVIER,CESANDRI (S),0,A.LEMAITRE,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,(14)2p0p0p7p0p2p2p3p2p,25,2,8,"{'gainsCarriere': 3630000, 'gainsVictoires': 1000000, 'gainsPlace': 2630000, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 1710000}",Country reel,Zaminara,7,False,False,0,0,565,False,0,0,GALOP,50,654,0,12.0,https://turfinfo.pmucdn.fr/casaques/03012015/R2/C10/P14.gif,0,0.0,Zamindar,0.0,"{'libelleCourt': 'TETE', 'libelleLong': '1 tête', 'code': 25, 'identifiant': 'UNE_TETE'}",MR JEAN-LOUIS VALERIEN PERRIN
655,DELLA STAR,15,5,HONGRES,PUR-SANG,PARTANT,SANS_OEILLERES,M. FEHR/MME M. FEHR,F.PARDON,0,F.PARDON,False,"{'code': '040', 'libelleCourt': 'GRIS', 'libelleLong': 'GRIS'}",False,(14)1p2p4p3p0p6p0p9p6p,22,1,7,"{'gainsCarriere': 2025000, 'gainsVictoires': 700000, 'gainsPlace': 1325000, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 1560000}",Della francesca,Ma bonne etoile,13,False,False,0,0,565,False,0,0,GALOP,50,655,0,11.0,https://turfinfo.pmucdn.fr/casaques/03012015/R2/C10/P15.gif,0,0.0,Medaaly,0.0,"{'libelleCourt': '1 L', 'libelleLong': '1 longueur', 'code': 1, 'identifiant': 'UNE_LONGUEUR'}",MME ROLAND MONNIER
656,ESSENTIELLE,16,6,FEMELLES,PUR-SANG,PARTANT,SANS_OEILLERES,B.MAGREZ,T.LEMER,0,G.BON,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,(14)5p7p5p2p4p5p6p5p4p,40,3,26,"{'gainsCarriere': 5495000, 'gainsVictoires': 1900000, 'gainsPlace': 3595000, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 1315000}",North light,Polysheba,10,False,False,0,0,560,False,0,0,GALOP,50,656,0,5.0,https://turfinfo.pmucdn.fr/casaques/03012015/R2/C10/P16.gif,0,0.0,Poliglote,535.0,"{'libelleCourt': '3/4 L', 'libelleLong': '3/4 de longueur', 'code': 33, 'identifiant': 'TROIS_QUARTS_DE_LONGUEUR'}",WERTHEIMER & FRERE
657,PRETTY SUNDAY,1,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,M.J. MCGUIRE,B.A. LILLEY,0,A. BUTT,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,1a8a1a2a8a2a,0,0,0,0,0,0,3,False,False,0,2240,0,False,0,0,TROT,51,657,0,1.0,0,0,0.0,0,0.0,0,0
658,ABBOTSHALL,2,8,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,G.J. WILSON,B.A. LILLEY,0,R. PETROFF,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,4a1a5a8a7a5a,0,0,0,0,0,0,6,False,False,0,2240,0,False,0,0,TROT,51,658,0,2.0,0,0,0.0,0,0.0,0,0
659,MICHAEL THOMAS,3,8,HONGRES,TROTTEUR FRANCAIS,NON_PARTANT,SANS_OEILLERES,W.A. AGOSTINO,L. MILES,0,MME L. MILES,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,6a8a4a5a4a1a,0,0,0,0,0,0,0,False,False,0,2240,0,False,0,0,TROT,51,659,NON_PARTANT,3.0,0,0,0.0,0,0.0,0,0
660,STONED I AM,4,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,W.A. SMITH,B. WALKER,0,MME S. WALKER,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,2a6a5a5a4a3a,0,0,0,0,0,0,4,False,False,0,2240,0,False,0,0,TROT,51,660,0,4.0,0,0,0.0,0,0.0,0,0
661,BRUNELLESCHI,5,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,C.E. TUBBS,A.E. TUBBS,0,A. TUBBS,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,1a2a1a5a3a,0,0,0,0,0,0,5,False,False,0,2240,0,False,0,0,TROT,51,661,0,5.0,0,0,0.0,0,0.0,0,0
662,KYVALLEY BLUR,6,7,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,J.W. CONNELLY,C.W. LANG,0,C. LANG,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,5a7a4a7a5a9a,0,0,0,0,0,0,2,False,False,0,2240,0,False,0,0,TROT,51,662,0,6.0,0,0,0.0,0,0.0,0,0
663,KEYSTONE DEL,7,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,D.A. MOLANDER,N.C. MOLANDER,0,B. FITZPATRICK,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,1a1a1a1a1a,0,0,0,0,0,0,1,False,False,0,2240,0,False,0,0,TROT,51,663,0,7.0,0,0,0.0,0,0.0,0,0
664,EL PACO,8,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,G.J. CLARK,J.D. ATTARD,0,J. ATTARD,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,1a4a4a1a4a7a,0,0,0,0,0,0,7,False,False,0,2240,0,False,0,0,TROT,51,664,0,8.0,0,0,0.0,0,0.0,0,0
665,DEATH DEFYING,1,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,W.K. BIRD,K.M. MALES,0,M. BELLMAN,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,3a1a6a0a4a3a,0,0,0,"{'gainsCarriere': 2348800, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,2,False,False,0,1720,0,False,0,0,TROT,52,665,0,1.0,0,0,0.0,0,0.0,0,0
666,MONICA MY DEAR,2,7,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,E.E. MURPHY,D.A. MURPHY,0,D. MURPHY,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,7a6a3a9a0a1a,0,0,0,"{'gainsCarriere': 3271000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,1720,0,False,0,0,TROT,52,666,0,2.0,0,0,0.0,0,0.0,0,0
667,SALUTE THE WIND,3,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,R.B. GILLIGAN,R.B. GILLIGAN,0,R. GILLIGAN,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,5a3a3a6a0a3a,0,0,0,"{'gainsCarriere': 3996500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,5,False,False,0,1720,0,False,0,0,TROT,52,667,0,3.0,0,0,0.0,0,0.0,0,0
668,BELLMAC KODY,4,5,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,E.F. CARMODY,D.B. VAN RYN,0,D. WILSON,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a8a9a7a,0,0,0,"{'gainsCarriere': 3981800, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,4,False,False,0,1720,0,False,0,0,TROT,52,668,0,4.0,0,0,0.0,0,0.0,0,0
669,LOOKS A MORAL,5,9,HONGRES,TROTTEUR FRANCAIS,NON_PARTANT,SANS_OEILLERES,C. MALLIA,S. ZAMMIT,0,NON PARTANT,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,-,0,0,0,"{'gainsCarriere': 3118700, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,1720,0,False,0,0,TROT,52,669,NON_PARTANT,5.0,0,0,0.0,0,0.0,0,0
670,STEAL A SIXPENCE,6,5,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,M.A. LANG,G.A. LANG,0,GAVIN LANG,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,2a2a0a5a2a,0,0,0,"{'gainsCarriere': 4425300, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,6,False,False,0,1720,0,False,0,0,TROT,52,670,0,6.0,0,0,0.0,0,0.0,0,0
671,VICS CHEVAL,7,5,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,D. AIKEN,D. AIKEN,0,D. AIKEN,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,7a4a3a4a8a,0,0,0,"{'gainsCarriere': 3818400, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,3,False,False,0,1720,0,False,0,0,TROT,52,671,0,7.0,0,A,0.0,0,0.0,0,0
672,GLENFERRIE TYPHOON,8,5,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,GLENFERRIE FARM PTY LTD,C.T. DEMMLER,0,J. QUINLAN,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,1a3a4a1a2a,0,0,0,"{'gainsCarriere': 3288100, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,1,False,False,0,1720,0,False,0,0,TROT,52,672,0,8.0,0,0,0.0,0,0.0,0,0
673,MISTER ELWOOD,9,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,T.F. NEVEN,S.M. HUNTER,0,G. SUGARS,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,5a0a0a3a,0,0,0,"{'gainsCarriere': 1920800, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,9,False,False,0,1720,0,False,0,0,TROT,52,673,0,9.0,0,0,0.0,0,0.0,0,0
674,CHEVALS RACER,10,5,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,D. AIKEN,D. AIKEN,0,J. AIKEN,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,3a9a9a5a8a,0,0,0,"{'gainsCarriere': 1977600, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,7,False,False,0,1720,0,False,0,0,TROT,52,674,0,10.0,0,A,0.0,0,0.0,0,0
675,JUSAMIREL,11,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,J.L. GRAHAM,R.A. GRAHAM,0,D. DOUGLAS,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,9a9a4a0a1a1a,0,0,0,"{'gainsCarriere': 2200100, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,8,False,False,0,1720,0,False,0,0,TROT,52,675,0,11.0,0,0,0.0,0,0.0,0,0
676,SAVANNAH JAY JAY,1,4,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,S.A. CAMERON,S.A. CAMERON,0,N. MCCALLUM,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a9a3a2a1a,0,0,0,"{'gainsCarriere': 508200, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,7,False,False,0,1720,0,False,0,0,TROT,53,676,0,1.0,0,0,0.0,0,0.0,0,0
677,MAYBELINA,2,4,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,D.V. LANG,G.A. LANG,0,GAVIN LANG,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,2a1a5a2a3a1a,0,0,0,"{'gainsCarriere': 958000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,9,False,False,0,1720,0,False,0,0,TROT,53,677,0,2.0,0,0,0.0,0,0.0,0,0
678,DORA PEPPERELL,3,5,FEMELLES,TROTTEUR FRANCAIS,NON_PARTANT,SANS_OEILLERES,I.R. LEE,D. LEE,0,D. LEE,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,3a3a2a7a8a3a,0,0,0,"{'gainsCarriere': 2672600, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,1720,0,False,0,0,TROT,53,678,NON_PARTANT,3.0,0,0,0.0,0,0.0,0,0
679,KYVALLEY PINK,4,4,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,J.W. CONNELLY,C.W. LANG,0,CH. SVANOSIO,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,1a1a2a2a3a,0,0,0,"{'gainsCarriere': 1469300, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,1,False,False,0,1720,0,False,0,0,TROT,53,679,0,4.0,0,0,0.0,0,0.0,0,0
680,QUEENS VACATION,5,5,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,P.A. ROFE,P.A. CAMPBELL,0,CH. ALFORD,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,3a9a1a2a,0,0,0,"{'gainsCarriere': 1676600, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,6,False,False,0,1720,0,False,0,0,TROT,53,680,0,5.0,0,0,0.0,0,0.0,0,0
681,THE DUTCHMAN,6,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,R.S. POLLOCK,T. XIRIHA,0,T. XIRIHA,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,3a7a1a2a5a7a,0,0,0,"{'gainsCarriere': 3072900, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,8,False,False,0,1720,0,False,0,0,TROT,53,681,0,6.0,0,0,0.0,0,0.0,0,0
682,MONORAIL,7,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,R.H. JENKINS,N.C. MOLANDER,0,C. JONES,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,4a5a2a2a4a1a,0,0,0,"{'gainsCarriere': 1481800, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,4,False,False,0,1720,0,False,0,0,TROT,53,682,0,7.0,0,0,0.0,0,0.0,0,0
683,YO YELANDE,8,6,FEMELLES,TROTTEUR FRANCAIS,NON_PARTANT,SANS_OEILLERES,BUTTERWORTH RACING SYNDICATE,K.E. MANNING,0,K. MANNING,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,8a0a1a9a3a,0,0,0,"{'gainsCarriere': 1886300, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,1720,0,False,0,0,TROT,53,683,NON_PARTANT,8.0,0,0,0.0,0,0.0,0,0
684,BITTEN BY WALHALLA,9,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,J.A. GROSS,D.A. MURPHY,0,D. MURPHY,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,2a7a3a6a3a4a,0,0,0,"{'gainsCarriere': 1431200, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,3,False,False,0,1720,0,False,0,0,TROT,53,684,0,9.0,0,0,0.0,0,0.0,0,0
685,EDGE HILL,10,4,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,YABBY DAM FARMS PTY LTD,R.A. GRAHAM,0,D. DOUGLAS,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,3a1a1a1a7a0a,0,0,0,"{'gainsCarriere': 2139900, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,5,False,False,0,1720,0,False,0,0,TROT,53,685,0,10.0,0,0,0.0,0,0.0,0,0
686,SUN OF ANARCHY,11,5,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,T.G. CASEY,B.A. LILLEY,0,R. PETROFF,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,5a1a1a2a2a,0,0,0,"{'gainsCarriere': 1445100, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,2,False,False,0,1720,0,False,0,0,TROT,53,686,0,11.0,0,0,0.0,0,0.0,0,0
687,LAMPIO,1,7,HONGRES,PUR-SANG,PARTANT,SANS_OEILLERES,STALL ESTRADA,D.ILIC,0,T.SCARDINO,False,0,False,7p5p2p0p0p,19,3,3,"{'gainsCarriere': 1260000, 'gainsVictoires': 980000, 'gainsPlace': 280000, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 140000}",Koenigstiger,La calia,10,False,False,0,0,620,False,0,0,GALOP,57,687,0,7.0,0,0,0.0,Dashing blade,0.0,"{'libelleCourt': '1 L 1/2', 'libelleLong': '1 longueur 1/2', 'code': 2, 'identifiant': 'UNE_LONGUEUR_ET_DEMIE'}",0
688,HIGH CHANCE,2,4,FEMELLES,PUR-SANG,PARTANT,SANS_OEILLERES,GESTUET AMMERLAND,J.D.HILLIS,0,D.MOFFATT,False,0,False,4p6p5p9p8p,6,0,0,"{'gainsCarriere': 20000, 'gainsVictoires': 0, 'gainsPlace': 20000, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 20000}",Kandahar run,Hold off,8,False,False,0,0,635,False,0,0,GALOP,57,688,0,8.0,0,0,0.0,Bering,0.0,"{'libelleCourt': '20 L', 'libelleLong': '20 longueurs', 'code': 12, 'identifiant': 'VINGT_LONGUEURS'}",0
689,GREAT MAGIC,3,4,FEMELLES,PUR-SANG,PARTANT,SANS_OEILLERES,F.HAAG,W.HEFTER,0,FRAU L.STEUDLE,False,0,False,5p6p7p0p8p,7,0,1,"{'gainsCarriere': 57000, 'gainsVictoires': 0, 'gainsPlace': 57000, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 57000}",Lord of england,Great emotion,5,False,False,0,0,580,False,0,0,GALOP,57,689,0,10.0,0,0,0.0,Alwuhush,0.0,"{'libelleCourt': '3/4 L', 'libelleLong': '3/4 de longueur', 'code': 33, 'identifiant': 'TROIS_QUARTS_DE_LONGUEUR'}",0
690,TADHKEER,4,8,HONGRES,PUR-SANG,PARTANT,SANS_OEILLERES,FRAU B.MARSCHALL,M.BACH,0,FRAU J.OPPERMANN,False,0,False,7p0p1p5p2p,42,4,9,"{'gainsCarriere': 1899000, 'gainsVictoires': 1040000, 'gainsPlace': 859000, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 510000}",Refuse to bend,Shuruk,2,False,False,0,0,575,False,0,0,GALOP,57,690,0,2.0,0,0,0.0,Cadeaux genereux,0.0,"{'libelleCourt': '8 L', 'libelleLong': '8 longueurs', 'code': 18, 'identifiant': 'HUIT_LONGUEURS'}",0
691,QUIETUDE,5,5,HONGRES,PUR-SANG,PARTANT,OEILLERES_CLASSIQUE,FRAU M.GREMAUD,FRAU R.WEISSMEIER,0,F.X.WEISSMEIER,False,0,False,2p2p2p5p2p,6,0,4,"{'gainsCarriere': 395000, 'gainsVictoires': 0, 'gainsPlace': 395000, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 395000}",Three valleys,Ataraxy,1,False,False,0,0,600,False,0,0,GALOP,57,691,0,4.0,0,0,0.0,Zamindar,0.0,0,0
692,WESTERN QUEEN,6,4,FEMELLES,PUR-SANG,PARTANT,SANS_OEILLERES,FRAU J.PIRRO,R.ROHNE,0,A.PIETSCH,False,0,False,5p8p6p7p5p,7,0,0,"{'gainsCarriere': 55000, 'gainsVictoires': 0, 'gainsPlace': 55000, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 55000}",Toylsome,Western line,11,False,False,0,0,600,False,0,0,GALOP,57,692,0,9.0,0,0,0.0,Legal bid,0.0,"{'libelleCourt': '7 L', 'libelleLong': '7 longueurs', 'code': 17, 'identifiant': 'SEPT_LONGUEURS'}",0
693,FUSHUN,7,8,MALES,PUR-SANG,PARTANT,SANS_OEILLERES,STALL EWG,W.SCHUETZ,0,R.PIECHULEK,False,0,False,2p8p3p4p7p,46,5,7,"{'gainsCarriere': 1737500, 'gainsVictoires': 922000, 'gainsPlace': 815500, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 520000}",Alwuhush,Dancing candle,6,False,False,0,0,595,False,0,0,GALOP,57,693,0,11.0,0,0,0.0,Dancing fred,0.0,"{'libelleCourt': '2 L', 'libelleLong': '2 longueurs', 'code': 10, 'identifiant': 'DEUX_LONGUEURS'}",0
694,INDEX WAITER,8,5,HONGRES,PUR-SANG,PARTANT,SANS_OEILLERES,FRAU ST.RANK,FRAU ST.RANK,0,AM.FRAU ST.RANK,False,0,False,8p9p2p4p9p,29,1,5,"{'gainsCarriere': 957500, 'gainsVictoires': 190000, 'gainsPlace': 767500, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 857500}",Exceed and excel,Snowy indian,7,False,False,0,0,565,False,0,0,GALOP,57,694,0,12.0,0,0,0.0,Indian ridge,0.0,"{'libelleCourt': '6 L', 'libelleLong': '6 longueurs', 'code': 16, 'identifiant': 'SIX_LONGUEURS'}",0
695,LEU,9,12,HONGRES,PUR-SANG,NON_PARTANT,SANS_OEILLERES,FRAU R.ROSE,WILH.BUSCH,0,A.STARKE,False,0,False,6p1p4p0p6p,97,11,17,"{'gainsCarriere': 3819000, 'gainsVictoires': 2200000, 'gainsPlace': 1619000, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 455000}",Risk me,La pena,0,False,False,0,0,595,False,0,0,GALOP,57,695,NON_PARTANT,3.0,0,0,0.0,Be my guest,0.0,0,0
696,THEY'LLKNOWMENOW,10,8,HONGRES,PUR-SANG,PARTANT,OEILLERES_CLASSIQUE,FRAU SCARLET MOELLER,FRAU SCARLET MOELLER,0,J.BOJKO,False,0,False,2p3p2p3p5p,36,0,9,"{'gainsCarriere': 1147500, 'gainsVictoires': 0, 'gainsPlace': 1147500, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 710000}",Rahy,Gabacha,3,False,False,0,0,545,False,0,0,GALOP,57,696,0,1.0,0,0,0.0,Woodman,0.0,"{'libelleCourt': '3/4 L', 'libelleLong': '3/4 de longueur', 'code': 33, 'identifiant': 'TROIS_QUARTS_DE_LONGUEUR'}",0
697,DONNA PHILIPPA,11,5,FEMELLES,PUR-SANG,PARTANT,SANS_OEILLERES,CHR.BRUER,FRAU V.HENKENJOHANN,0,M.CADEDDU,False,0,False,8p5p6p3p6p,12,0,1,"{'gainsCarriere': 145000, 'gainsVictoires': 0, 'gainsPlace': 145000, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 145000}",Sternkoenig,Dushinka,9,False,False,0,0,540,False,0,0,GALOP,57,697,0,6.0,0,0,0.0,Titus livius,0.0,"{'libelleCourt': '3 L', 'libelleLong': '3 longueurs', 'code': 13, 'identifiant': 'TROIS_LONGUEURS'}",0
